"RESPONDED_SURVEY","RESIDENT","EVAL_MAJOR","COLLEGE_CODE1","COLLEGE_NAME1","MAJOR_CODE1","COLLEGE_CODE2","COLLEGE_NAME2","MAJOR_CODE2","SP16_ENRL_HRS_AT_CENSUS","SP16_TERM_UI_GRADED._HRS","SP16_TERM_UI_TOTAL_HOURS","ACT","ACTE","ACTM","ACTR","ACTS","AGE","DECLINETOSTATE","ETHNICITY_LOC","GENDER","HSRANK","Semester.Hours","TERM1","TOTAL_UNITS","WHITE","HS_PERCENTILE_RANK","IS_PARENT_HIGHER_ED_GRAD","TFC_LEVEL","TFC_LEVEL_GRAD","TFC_MOD_ASSIGN2015","TFC_INVITED_PREVIOUS","TFC_NONRESIDENT","TFC_STATUS","TFC_YEAR"
"N","Y","Y","A","College of Liberal Arts and Sciences","PSYCH",NA,NA,NA,14,14,14,NA,NA,NA,NA,NA,22,NA,"White, not of Hispanic or Latino(a) origin","M",NA,42,2,99,"Y",NA,"N","(3,4]","(3,4]","(3,5]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ELEM_EDUC",NA,NA,NA,15,11,15,23,25,23,23,22,19,NA,"White, not of Hispanic or Latino(a) origin","F",70,39,2,54,"Y",70,"N","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SOCIOL",NA,NA,NA,15,15,15,19,19,17,19,21,22,NA,"Hispanic or Latino(a)","M",70,84,2,85,NA,70,"N","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"Y","N","Y","E","College of Engineering","CHEM_ENGR",NA,NA,NA,14,14,14,30,29,31,29,31,19,NA,"White, not of Hispanic or Latino(a) origin","F",93,17,2,30,"Y",93,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","GEOG",NA,NA,NA,12,12,12,23,21,23,23,26,20,NA,"White, not of Hispanic or Latino(a) origin","M",NA,8,2,8,"Y",NA,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,14,14,14,30,31,30,30,29,19,NA,"White, not of Hispanic or Latino(a) origin","M",96,14,2,20,"Y",96,"N","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","INTERNATL_RELATIONS","A","College of Liberal Arts and Sciences","SPAN",17,17,17,24,24,18,31,23,20,NA,"White, not of Hispanic or Latino(a) origin","F",83,59,2,70,"Y",83,"Y","(2,3]","(2,3]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","HIST",NA,NA,NA,12,12,12,NA,NA,NA,NA,NA,23,"Y","Race and Ethnicity unknown","F",NA,16,4,63,NA,NA,"N","(2,3]","(2,3]","[3,3]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","HUMAN_PHYSIOLOGY","A","College of Liberal Arts and Sciences","GERMAN",15,NA,NA,26,26,25,30,23,20,NA,"Hispanic or Latino(a)","F",NA,40,2,42,NA,NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","E","College of Engineering","BIOMED_ENGR",NA,NA,NA,16,15,16,32,33,30,32,32,19,NA,"White, not of Hispanic or Latino(a) origin","M",86,16,2,29,"Y",86,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SPORT_REC_MGMT",NA,NA,NA,12,12,12,18,16,17,19,19,20,NA,"White, not of Hispanic or Latino(a) origin","M",NA,9,2,58,"Y",NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","N","Y","B","Tippie College of Business","FINANCE",NA,NA,NA,18,16,17,NA,NA,NA,NA,NA,20,NA,"Nonresident Alien","M",NA,70,2,78,NA,NA,NA,"(2,3]","(2,3]","[3,3]","(0,1]","[1,1]","[1,1]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","COMP_SCI",NA,NA,NA,15,15,15,24,22,26,24,25,20,NA,"White, not of Hispanic or Latino(a) origin","M",70,41,2,76,"Y",70,"Y","(2,3]","(2,3]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SPEECH_HEAR_SCI",NA,NA,NA,15,14,15,28,27,32,28,23,21,NA,"White, not of Hispanic or Latino(a) origin","F",98,81,2,89,"Y",98,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","E","College of Engineering","IND_ENGR",NA,NA,NA,15,15,15,26,25,25,27,28,20,NA,"White, not of Hispanic or Latino(a) origin","M",95,42,2,69,"Y",95,"N","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","INTL_STDS","A","College of Liberal Arts and Sciences","PRE_LAW",16,15,16,26,27,25,27,24,20,NA,"White, not of Hispanic or Latino(a) origin","F",78,42,2,61,"Y",78,"Y","(2,3]","(2,3]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","POL_SCI",NA,NA,NA,15,15,15,26,29,26,26,22,21,NA,"Multi-Racial","F",61,71,2,76,"Y",61,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,14,14,14,23,20,26,25,22,19,NA,"White, not of Hispanic or Latino(a) origin","M",NA,16,2,18,"Y",NA,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","PSYCH","A","College of Liberal Arts and Sciences","PRE_PHYS_THER",15,7,8,23,21,24,24,22,20,"Y","Race and Ethnicity unknown","F",48,26,2,38,NA,48,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","COMM",NA,NA,NA,15,12,15,17,18,17,14,20,22,NA,"White, not of Hispanic or Latino(a) origin","F",80,95,2,131,"Y",80,"Y","(3,4]","(4,5]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","PSYCH",NA,NA,NA,13,6,NA,23,24,23,22,24,21,NA,"White, not of Hispanic or Latino(a) origin","F",100,57,2,136,"Y",100,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","E","College of Engineering","BIOMED_ENGR","A","College of Liberal Arts and Sciences","MUSIC",18,13,14,31,31,27,32,32,19,NA,"White, not of Hispanic or Latino(a) origin","M",76,13,2,38,"Y",76,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","SPORT_REC_MGMT",NA,NA,NA,16,10,10,24,25,25,24,23,21,NA,"White, not of Hispanic or Latino(a) origin","M",NA,65,2,66,"Y",NA,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","E","College of Engineering","MECH_ENGR",NA,NA,NA,15,15,15,30,31,33,23,33,19,NA,"White, not of Hispanic or Latino(a) origin","F",NA,45,2,64,"Y",NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,15,12,12,22,21,17,26,25,20,NA,"White, not of Hispanic or Latino(a) origin","F",NA,39,2,42,"Y",NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","Y","N","College of Nursing","NURS",NA,NA,NA,18,18,18,33,36,30,32,34,19,NA,"White, not of Hispanic or Latino(a) origin","F",97,49,2,59,"Y",97,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","N","N","A","College of Liberal Arts and Sciences","PHAR_INT",NA,NA,NA,13,13,13,24,23,25,22,24,21,NA,"White, not of Hispanic or Latino(a) origin","F",90,71,2,73,"Y",90,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"Y","Y","Y","B","Tippie College of Business","ACTG","B","Tippie College of Business","FINANCE",0,NA,NA,NA,NA,NA,NA,NA,23,NA,"African American or Black","M",NA,24,1,86,NA,NA,"N","(2,3]","(2,3]","[3,3]","[0,0]",NA,"(1,2]","(2008,2009]"
"N","N","Y","B","Tippie College of Business","FINANCE",NA,NA,NA,14,9,14,27,26,26,27,28,20,NA,"White, not of Hispanic or Latino(a) origin","F",NA,45,2,62,"Y",NA,"Y","(2,3]","(2,3]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","N","A","College of Liberal Arts and Sciences","PRE_OPT",NA,NA,NA,14,14,14,21,23,17,23,22,19,NA,"White, not of Hispanic or Latino(a) origin","M",84,13,2,46,"Y",84,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","N","College of Nursing","NURS_RN",NA,NA,NA,5,5,5,24,24,25,25,23,23,NA,"White, not of Hispanic or Latino(a) origin","M",97,21,2,117,"Y",97,"N","(3,4]","(3,4]","(3,5]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","ENGL","A","College of Liberal Arts and Sciences","CINEMA",15,15,15,26,27,25,23,27,19,NA,"White, not of Hispanic or Latino(a) origin","M",NA,43,2,46,"Y",NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","MATH",NA,NA,NA,14,14,14,NA,NA,NA,NA,NA,21,NA,"White, not of Hispanic or Latino(a) origin","M",NA,12,2,155.8,"Y",NA,"Y","(3,4]","(3,4]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ENV_PLAN_PLCY",NA,NA,NA,16,16,16,26,26,21,29,26,22,NA,"White, not of Hispanic or Latino(a) origin","M",72,85,2,104,"Y",72,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","E","College of Engineering","MECH_ENGR",NA,NA,NA,15,15,15,26,26,30,25,24,20,NA,"White, not of Hispanic or Latino(a) origin","M",94,43,2,43,"Y",94,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","N","Y","B","Tippie College of Business","BUSN_DIR_ADM","A","College of Liberal Arts and Sciences","THEATRE_ARTS",6,3,3,NA,NA,NA,NA,NA,20,NA,"Hispanic or Latino(a)","F",NA,32,2,39,NA,NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS","A","College of Liberal Arts and Sciences","PRE_MED",16,16,10,22,17,25,23,24,18,NA,"Hispanic or Latino(a)","M",50,11,2,36,NA,50,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","RELIG_STDS",NA,NA,NA,10,9,9,24,23,23,23,25,25,NA,"White, not of Hispanic or Latino(a) origin","M",NA,42,2,98,"Y",NA,NA,"(3,4]","(3,4]","[3,3]","[0,0]",NA,"(1,2]","(2010,2011]"
"N","N","Y","A","College of Liberal Arts and Sciences","MUSIC",NA,NA,NA,14,14,14,22,31,17,21,19,21,NA,"White, not of Hispanic or Latino(a) origin","F",NA,75,2,75,"Y",NA,"Y","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,16,16,16,22,24,21,23,20,18,NA,"White, not of Hispanic or Latino(a) origin","M",NA,13,2,15,"Y",NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","HUMAN_PHYSIOLOGY","A","College of Liberal Arts and Sciences","PRE_DENT",14,14,14,29,28,28,28,32,20,NA,"White, not of Hispanic or Latino(a) origin","M",88,25,2,47,"Y",88,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,13,13,13,26,25,26,26,26,19,NA,"White, not of Hispanic or Latino(a) origin","M",60,14,2,19,"Y",60,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","B","Tippie College of Business","FINANCE",NA,NA,NA,15,15,15,28,23,26,28,34,21,NA,"White, not of Hispanic or Latino(a) origin","M",96,67,2,81,"Y",96,"N","(2,3]","(2,3]","[3,3]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","Y","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,14,14,14,21,15,22,21,24,19,NA,"White, not of Hispanic or Latino(a) origin","M",NA,12,2,28,"Y",NA,"N","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","COMM","A","College of Liberal Arts and Sciences","JRNL_MC",17,16,17,25,25,24,27,22,21,NA,"White, not of Hispanic or Latino(a) origin","F",46,37,2,78,"Y",46,"N","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","HUMAN_PHYSIOLOGY","A","College of Liberal Arts and Sciences","PRE_MED",16,16,16,30,30,31,34,25,19,NA,"White, not of Hispanic or Latino(a) origin","F",85,15,2,30,"Y",85,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","PSYCH",NA,NA,NA,13,10,13,28,27,26,31,28,21,NA,"White, not of Hispanic or Latino(a) origin","F",NA,95,2,109,"Y",NA,"N","(3,4]","(4,5]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,12,12,12,27,25,28,29,25,19,NA,"White, not of Hispanic or Latino(a) origin","F",84,12,2,41.5,"Y",84,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","ART",NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,18,NA,"Nonresident Alien","F",NA,14,2,14,NA,NA,NA,"[1,1]","[1,1]","[3,3]","[0,0]","[1,1]","[1,1]","(2014,2015]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","SPEECH_HEAR_SCI",NA,NA,NA,13,13,10,21,23,17,22,20,20,NA,"White, not of Hispanic or Latino(a) origin","F",76,40,2,59,"Y",76,"N","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS","A","College of Liberal Arts and Sciences","MUSIC_INT",12,12,12,28,29,26,30,25,19,NA,"Hispanic or Latino(a)","F",58,43,2,49,NA,58,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","N","A","College of Liberal Arts and Sciences","NURS_INT",NA,NA,NA,3,NA,NA,22,20,22,22,22,20,NA,"Hispanic or Latino(a)","F",NA,44,2,56,NA,NA,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","POL_SCI","A","College of Liberal Arts and Sciences","PRE_LAW",15,15,15,22,15,24,26,22,20,NA,"White, not of Hispanic or Latino(a) origin","M",75,42,2,51,"Y",75,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","N","Y","A","College of Liberal Arts and Sciences","POL_SCI","A","College of Liberal Arts and Sciences","SEC_EDUC_INT",4,4,4,19,20,16,21,20,21,NA,"Hispanic or Latino(a)","M",55,34,2,72,NA,55,"N","(2,3]","(2,3]","(3,5]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","Y","Y","N","College of Nursing","NURS",NA,NA,NA,13,13,13,28,29,24,31,26,20,NA,"White, not of Hispanic or Latino(a) origin","F",78,42,2,54,"Y",78,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ENGL",NA,NA,NA,15,15,15,25,25,26,22,26,21,NA,"White, not of Hispanic or Latino(a) origin","M",71,52,2,91,"Y",71,"Y","(3,4]","(3,4]","[3,3]","(0,1]",NA,"(1,2]","(2012,2013]"
"N","N","Y","A","College of Liberal Arts and Sciences","HUMAN_PHYSIOLOGY","A","College of Liberal Arts and Sciences","PRE_MED",17,16,17,31,33,28,33,29,20,NA,"White, not of Hispanic or Latino(a) origin","F",NA,72,2,94,"Y",NA,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","N","Y","B","Tippie College of Business","ACTG",NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,22,NA,"White, not of Hispanic or Latino(a) origin","M",NA,30,4,121.5,"Y",NA,"Y","(3,4]","(4,5]","[3,3]","[0,0]",NA,"(1,2]","(2013,2014]"
"Y","Y","Y","E","College of Engineering","BIOMED_ENGR",NA,NA,NA,17,16,17,29,30,28,31,28,22,NA,"White, not of Hispanic or Latino(a) origin","F",99,116,2,136,"Y",99,"Y","(3,4]","(4,5]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,10,3,3,24,24,18,30,22,18,NA,"Multi-Racial","F",61,11,2,19,"Y",61,"N","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","HIST","A","College of Liberal Arts and Sciences","PRE_LAW",12,12,12,24,28,25,19,24,19,NA,"White, not of Hispanic or Latino(a) origin","M",98,40,2,51,"Y",98,"N","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2013,2014]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS","A","College of Liberal Arts and Sciences","RAD_SCI_INT",15,15,15,24,24,25,22,23,21,NA,"White, not of Hispanic or Latino(a) origin","F",98,68,2,106,"Y",98,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"Y","Y","Y","E","College of Engineering","ELEC_ENGR",NA,NA,NA,16,15,16,26,22,28,23,31,20,NA,"White, not of Hispanic or Latino(a) origin","M",95,83,2,118,"Y",95,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","B","Tippie College of Business","MGMT",NA,NA,NA,12,12,12,NA,NA,NA,NA,NA,27,NA,"White, not of Hispanic or Latino(a) origin","F",NA,12,2,74,"Y",NA,"Y","(2,3]","(2,3]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","N","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,16,16,16,34,35,33,33,34,19,NA,"White, not of Hispanic or Latino(a) origin","M",NA,8,2,49,"Y",NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ART","A","College of Liberal Arts and Sciences","SEC_EDUC_INT",15,15,11,NA,NA,NA,NA,NA,25,NA,"White, not of Hispanic or Latino(a) origin","M",57,62,2,146.5,"Y",57,"N","(3,4]","(3,4]","(3,5]","(0,1]",NA,"(1,2]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","SPAN",NA,NA,NA,12,9,12,NA,NA,NA,NA,NA,28,NA,"White, not of Hispanic or Latino(a) origin","F",24,43,2,88,"Y",24,"Y","(2,3]","(2,3]","(3,5]","[0,0]",NA,"(1,2]","(2013,2014]"
"N","N","N","A","College of Liberal Arts and Sciences","PRE_OCCUP_THERAPY",NA,NA,NA,13,13,13,21,22,21,20,21,20,NA,"White, not of Hispanic or Latino(a) origin","F",NA,9,2,43,"Y",NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","INTD_STDS",NA,NA,NA,15,15,15,22,22,21,21,22,22,NA,"White, not of Hispanic or Latino(a) origin","F",68,107,2,110,"Y",68,"Y","(3,4]","(3,4]","(3,5]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","N","Y","A","College of Liberal Arts and Sciences","HLTH_HUM_PHYS",NA,NA,NA,16,16,16,NA,NA,NA,NA,NA,22,NA,"Nonresident Alien","F",NA,100,2,102,NA,NA,NA,"(3,4]","(4,5]","[3,3]","(0,1]","[1,1]","[1,1]","(2011,2012]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ENTERPRISE_LEADERSHIP",NA,NA,NA,12,12,12,20,15,20,22,21,20,NA,"White, not of Hispanic or Latino(a) origin","M",47,37,2,40,"Y",47,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","Y","N","A","College of Liberal Arts and Sciences","SOC_WK_INT",NA,NA,NA,12,12,12,NA,NA,NA,NA,NA,47,NA,"White, not of Hispanic or Latino(a) origin","F",NA,17,1,79,"Y",NA,"N","(2,3]","(2,3]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","CHEM","A","College of Liberal Arts and Sciences","ACTS_INT",18,15,15,NA,NA,NA,NA,NA,20,NA,"Nonresident Alien","F",NA,80,2,103,NA,NA,NA,"(3,4]","(3,4]","(3,5]","(0,1]","[1,1]","[1,1]","(2012,2013]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ANTH",NA,NA,NA,13,12,13,29,33,25,32,24,18,NA,"White, not of Hispanic or Latino(a) origin","F",94,15,2,36,"Y",94,"Y","(1,2]","(1,2]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","INTL_STDS",NA,NA,NA,17,14,17,NA,NA,NA,NA,NA,20,NA,"Hispanic or Latino(a)","F",NA,NA,4,48,NA,NA,"N","(1,2]","(1,2]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
"N","Y","Y","A","College of Liberal Arts and Sciences","ENGL","A","College of Liberal Arts and Sciences","MATH",13,13,10,33,32,34,31,33,22,NA,"White, not of Hispanic or Latino(a) origin","M",99,97,1,121,"Y",99,"Y","(3,4]","(4,5]","(3,5]","(0,1]",NA,"[1,1]","(2008,2009]"
"N","N","Y","A","College of Liberal Arts and Sciences","MUSIC : SP_MUSIC_THER",NA,NA,NA,13,13,12,NA,NA,NA,NA,NA,21,NA,"White, not of Hispanic or Latino(a) origin","F",66,86,2,87,"Y",66,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"N","Y","Y","E","College of Engineering","BIOMED_ENGR","A","College of Liberal Arts and Sciences","PRE_MED",16,15,16,28,26,28,32,27,18,NA,"White, not of Hispanic or Latino(a) origin","F",NA,17,2,39,"Y",NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","SPORT_REC_MGMT",NA,NA,NA,17,14,14,NA,NA,NA,NA,NA,19,NA,"White, not of Hispanic or Latino(a) origin","F",NA,14,2,17,"Y",NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","N","Y","E","College of Engineering","CIV_ENGR",NA,NA,NA,16,16,16,30,29,34,29,29,19,NA,"White, not of Hispanic or Latino(a) origin","F",NA,18,2,25,"Y",NA,"Y","[1,1]","[1,1]","(3,5]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","B","Tippie College of Business","ACTG",NA,NA,NA,4,3,4,NA,NA,NA,NA,NA,22,NA,"Nonresident Alien","F",NA,106,2,116,NA,NA,NA,"(3,4]","(3,4]","(3,5]","(0,1]","[1,1]","[1,1]","(2011,2012]"
"Y","N","Y","A","College of Liberal Arts and Sciences","ENGL",NA,NA,NA,17,17,17,25,24,23,29,25,20,NA,"Hispanic or Latino(a)","M",94,44,2,65,NA,94,"Y","(2,3]","(2,3]","[3,3]","[0,0]",NA,"[1,1]","(2013,2014]"
"N","N","Y","A","College of Liberal Arts and Sciences","COMM","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",15,15,15,22,26,20,23,18,19,NA,"White, not of Hispanic or Latino(a) origin","M",NA,12,2,16,"Y",NA,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","A","College of Liberal Arts and Sciences","HUMAN_PHYSIOLOGY","A","College of Liberal Arts and Sciences","PRE_DENT",14,14,14,31,27,36,23,36,19,NA,"White, not of Hispanic or Latino(a) origin","M",NA,11,2,21,"Y",NA,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","E","College of Engineering","BIOMED_ENGR",NA,NA,NA,14,13,14,29,29,33,24,28,19,NA,"White, not of Hispanic or Latino(a) origin","M",94,15,2,24,"Y",94,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","N","Y","E","College of Engineering","BIOMED_ENGR",NA,NA,NA,18,18,18,27,24,29,25,28,21,NA,"White, not of Hispanic or Latino(a) origin","F",NA,79,2,114,"Y",NA,"Y","(2,3]","(2,3]","(3,5]","(0,1]",NA,"[1,1]","(2012,2013]"
"Y","Y","Y","A","College of Liberal Arts and Sciences","INTD_STDS",NA,NA,NA,12,12,12,21,23,16,26,20,22,NA,"White, not of Hispanic or Latino(a) origin","F",85,90,2,118.5,"Y",85,"N","(3,4]","(3,4]","[3,3]","(0,1]",NA,"[1,1]","(2011,2012]"
"N","Y","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,14,10,9,17,14,16,21,18,19,NA,"White, not of Hispanic or Latino(a) origin","F",48,14,2,24,"Y",48,"N","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"N","Y","N","A","College of Liberal Arts and Sciences","OPEN",NA,NA,NA,14,14,14,23,24,17,29,23,19,NA,"White, not of Hispanic or Latino(a) origin","F",74,12,2,29,"Y",74,"Y","[1,1]","[1,1]","[3,3]","[0,0]",NA,"[1,1]","(2014,2015]"
"Y","Y","N","A","College of Liberal Arts and Sciences","PRE_BUSN_CLAS",NA,NA,NA,14,12,14,24,22,28,20,26,18,NA,"White, not of Hispanic or Latino(a) origin","M",NA,NA,2,39,"Y",NA,"Y","(1,2]","(1,2]","[3,3]","[0,0]",NA,"(1,2]","(2014,2015]"
